status,Chipset,SIM,Cardslot,CPU,GPU,Display,price[EUR],weight[g],length[mm],width[mm],thikness[mm],Internal memory[GB],Internal memory RAM[GB],Video[fps],Battery Type[mAh],Announced,OS
161,50,27,106,16,16,5,0.11363671233717414,0.0038784067085953847,0.006144393241167417,0.00494559841740852,0.5523809523809522,0.11811023622047244,0.33333333333333337,0.0,0.3870330755306895,0.01986754966887417,9
161,50,27,106,16,16,5,0.16838762140018718,0.008805031446540879,0.006144393241167417,0.00494559841740852,0.5523809523809522,0.11811023622047244,0.33333333333333337,0.0,0.0025506006253085377,0.03973509933774834,9
161,50,27,106,16,16,7,0.1073998496402105,0.0061844863731656124,0.0030721966205837226,0.0,0.6476190476190475,0.11811023622047244,0.33333333333333337,0.0,0.0009873292743129806,0.0728476821192053,9
161,50,125,106,28,37,11,0.15534621108673305,0.14779874213836477,0.31551459293394774,0.165677546983185,0.3714285714285714,0.2440944881889764,0.4666666666666667,0.0,0.30516702320223793,0.06622516556291391,7
161,50,125,106,28,37,10,0.18027831903892477,0.16876310272536688,0.31520737327188936,0.1612265084075173,0.41904761904761917,0.2440944881889764,0.4666666666666667,0.0,0.24502221490867204,0.0728476821192053,7
161,50,27,106,4,37,4,0.3989137272350676,0.4381551362683438,0.6319508448540706,0.6899109792284868,0.13333333333333336,0.49606299212598426,0.7333333333333334,0.0,0.6470297844331085,0.01324503311258278,8
161,50,125,106,28,37,10,0.1879497368703684,0.27987421383647804,0.4651305683563748,0.4787339268051435,0.2285714285714286,0.11811023622047244,0.2,0.0,0.3934507158137239,0.17880794701986755,8
161,50,27,106,116,37,10,0.24548537060619544,0.4570230607966457,0.6254992319508448,0.6948565776458953,0.2095238095238095,0.2440944881889764,0.4666666666666667,0.0,0.6014480829356591,0.06622516556291391,8
161,50,125,106,28,37,10,0.30590162173772956,0.21069182389937108,0.3655913978494624,0.19584569732937684,0.41904761904761917,0.49606299212598426,0.4666666666666667,0.0,0.3611156820799737,0.03973509933774834,7
161,50,125,106,28,37,11,0.08087975819690996,0.15513626834381553,0.31551459293394774,0.165677546983185,0.3619047619047619,0.2440944881889764,0.2,0.0,0.24222478196478525,0.17880794701986755,7
161,50,125,106,28,37,1,0.03451754453258052,0.12368972746331239,0.29001536098310293,0.14490603363006926,0.3238095238095238,0.11811023622047244,0.2,0.0,0.1416817508639131,0.15894039735099336,7
161,50,125,106,28,37,10,0.14000337542384583,0.18867924528301888,0.31797235023041476,0.165677546983185,0.380952380952381,0.2440944881889764,0.33333333333333337,0.0,0.23893368438374196,0.11920529801324503,7
161,50,125,106,28,37,10,0.2819246053055525,0.15828092243186584,0.3244239631336405,0.165677546983185,0.3904761904761905,0.49606299212598426,0.4666666666666667,0.0,0.2794141846305743,0.01986754966887417,7
161,50,125,106,28,37,11,0.11967028246160456,0.18658280922431866,0.31551459293394774,0.165677546983185,0.3619047619047619,0.2440944881889764,0.33333333333333337,0.0,0.2302945532335034,0.17880794701986755,7
161,53,125,73,116,53,22,0.08822130506160147,0.169811320754717,0.365284178187404,0.1894164193867458,0.3428571428571428,0.2440944881889764,0.4666666666666667,0.0,0.5515879545828535,0.0,0
161,66,125,106,116,5,22,0.08967503874066005,0.1519916142557652,0.35944700460829493,0.1810089020771513,0.3238095238095238,0.49606299212598426,0.4666666666666667,0.0,0.40595688662168833,0.052980132450331126,0
161,66,125,73,116,7,21,0.007671417831443608,0.16771488469601678,0.37788018433179726,0.19287833827893175,0.380952380952381,0.11811023622047244,0.2,0.0,0.4084252098074708,0.01986754966887417,0
161,53,125,106,116,53,4,0.18411402795464657,0.18763102725366876,0.3474654377880184,0.17804154302670627,0.3904761904761905,0.49606299212598426,0.7333333333333334,0.0,0.5515879545828535,0.01324503311258278,0
161,53,125,106,116,53,4,0.37168019393344276,0.20230607966457023,0.36006144393241163,0.18298714144411476,0.41904761904761917,0.49606299212598426,0.7333333333333334,0.0,0.5598156985354616,0.01324503311258278,0
161,53,125,106,116,53,22,0.13808552096598495,0.18658280922431866,0.3450076804915515,0.18150346191889222,0.3714285714285714,0.49606299212598426,0.7333333333333334,0.0,0.5680434424880698,0.03973509933774834,0
161,53,23,106,116,53,21,0.057535633735827055,0.4706498951781971,0.6860215053763441,0.6399604352126608,0.27619047619047615,0.2440944881889764,0.33333333333333337,0.0,0.65854862596676,0.059602649006622516,0
161,4,23,106,3,8,22,0.0,0.0031446540880503138,0.005222734254992312,0.010880316518298738,0.5809523809523809,0.2440944881889764,0.33333333333333337,0.0,0.005265756129669244,0.00662251655629139,6
161,66,125,73,116,7,21,0.026849962410052625,0.18134171907756813,0.36866359447004604,0.18595450049455986,0.42857142857142866,0.2440944881889764,0.33333333333333337,0.0,0.41171630738851406,0.03973509933774834,0
161,53,125,106,116,53,21,0.03068567132577443,0.18867924528301888,0.3775729646697389,0.19188921859545005,0.40952380952380946,0.2440944881889764,0.33333333333333337,0.0,0.5104492348198125,0.01986754966887417,0
161,53,125,73,116,53,21,0.03452138024149623,0.4926624737945493,0.6540706605222734,0.6454005934718101,0.3238095238095238,0.2440944881889764,0.2,0.0,0.8066480171137075,0.059602649006622516,0
161,53,125,106,116,53,22,0.18449759884621877,0.18763102725366876,0.35883256528417823,0.1884272997032641,0.39999999999999997,0.49606299212598426,0.7333333333333334,0.0,0.41171630738851406,0.046357615894039736,0
161,53,125,106,116,53,1,0.4925050247786795,0.20020964360587004,0.34654377880184334,0.533630069238378,0.019047619047619035,0.49606299212598426,0.7333333333333334,0.0,0.4545005759420767,0.033112582781456956,0
161,53,125,106,116,53,22,0.09167344308575111,0.16561844863731656,0.3456221198156682,0.1810089020771513,0.3238095238095238,0.49606299212598426,0.4666666666666667,0.0,0.41171630738851406,0.046357615894039736,0
161,66,23,106,116,1,46,0.07671417831443607,0.47589098532494756,0.6608294930875577,0.6829871414441148,0.2095238095238095,0.2440944881889764,0.4666666666666667,0.0,0.8066480171137075,0.052980132450331126,0
161,66,125,73,116,7,21,0.08822130506160147,0.1708595387840671,0.3800307219662058,0.19634025717111775,0.4476190476190475,0.11811023622047244,0.13333333333333336,0.0,0.3870330755306895,0.01986754966887417,0
161,53,125,106,116,53,22,0.09205701397732328,0.1750524109014675,0.3622119815668203,0.1884272997032641,0.3714285714285714,0.49606299212598426,0.4666666666666667,0.0,0.65854862596676,0.01986754966887417,0
161,53,125,106,116,53,22,0.057535633735827055,0.1750524109014675,0.35944700460829493,0.17903066271018797,0.3619047619047619,0.49606299212598426,0.7333333333333334,0.0,0.493993746914596,0.052980132450331126,0
161,4,23,106,3,8,22,0.011507126747165409,0.0,0.0,0.029673590504451036,0.5714285714285714,0.0,0.33333333333333337,0.0,0.016373210465690305,0.06622516556291391,3
161,53,125,106,116,53,22,0.16109977446031576,0.2127882599580713,0.36589861751152075,0.19090009891196835,0.41904761904761917,0.49606299212598426,0.7333333333333334,0.0,0.7984202731610993,0.0,0
161,53,125,4,116,53,21,0.03509673657885451,0.1907756813417191,0.3775729646697389,0.19188921859545005,0.40952380952380946,0.2440944881889764,0.33333333333333337,0.0,0.5104492348198125,0.02649006622516556,0
161,53,125,106,116,53,21,0.03452138024149623,0.1750524109014675,0.3775729646697389,0.19188921859545005,0.40952380952380946,0.49606299212598426,0.2,0.0,0.4034885634359059,0.02649006622516556,0
161,66,125,73,116,7,21,0.08822130506160147,0.16771488469601678,0.37788018433179726,0.19287833827893175,0.380952380952381,0.11811023622047244,0.2,0.0,0.4084252098074708,0.01324503311258278,0
161,66,125,73,116,7,21,0.007671417831443608,0.16771488469601678,0.37788018433179726,0.19287833827893175,0.380952380952381,0.2440944881889764,0.2,0.0,0.4084252098074708,0.01324503311258278,0
161,53,125,106,116,53,4,0.36055663807784954,0.22327044025157236,0.36006144393241163,0.18298714144411476,0.43809523809523815,1.0,1.0,0.0,0.5680434424880698,0.06622516556291391,0
161,66,125,106,116,1,4,0.08822130506160147,0.13522012578616352,0.32718894009216587,0.16765578635014844,0.2095238095238095,0.49606299212598426,0.7333333333333334,0.0,0.42817179529373045,0.06622516556291391,0
161,53,125,106,116,53,22,0.11127007993617379,0.1708595387840671,0.3622119815668203,0.1884272997032641,0.3714285714285714,0.49606299212598426,0.4666666666666667,0.0,0.5927266743458944,0.0,0
161,53,23,106,116,53,46,0.09205701397732328,0.5303983228511531,0.7182795698924731,0.7561819980217608,0.2,0.2440944881889764,0.4666666666666667,0.0,0.8066480171137075,0.033112582781456956,0
161,53,125,106,116,53,22,0.1035641407244887,0.18029350104821804,0.3434715821812596,0.17903066271018797,0.3714285714285714,0.49606299212598426,0.7333333333333334,0.0,0.6338653941089354,0.00662251655629139,0
161,4,27,106,3,8,2,0.04219279807293984,0.02620545073375262,0.007066052227342523,0.041048466864490596,0.7047619047619047,0.007874015748031496,0.33333333333333337,0.0,0.018018759256211943,0.01324503311258278,3
161,53,125,106,116,53,21,0.08822130506160147,0.1708595387840671,0.3775729646697389,0.19188921859545005,0.42857142857142866,0.2440944881889764,0.2,0.0,0.5104492348198125,0.02649006622516556,0
161,53,23,106,116,53,46,0.1150712674716541,0.5964360587002097,0.7677419354838709,0.8081107814045501,0.18095238095238092,0.49606299212598426,0.4666666666666667,0.0,1.0,0.033112582781456956,0
161,53,1,4,116,53,46,0.09205701397732328,0.5230607966457023,0.7161290322580646,0.698813056379822,0.2285714285714286,0.49606299212598426,0.4666666666666667,0.0,0.8066480171137075,0.046357615894039736,0
161,66,125,106,116,23,21,0.03068567132577443,0.17924528301886794,0.36866359447004604,0.18595450049455986,0.42857142857142866,0.2440944881889764,0.33333333333333337,0.0,0.46931051505677146,0.052980132450331126,0
161,53,23,106,116,53,46,0.15342835662887216,0.5964360587002097,0.7677419354838709,0.8081107814045501,0.18095238095238092,0.49606299212598426,0.7333333333333334,0.0,1.0,0.01324503311258278,0
161,53,125,106,116,53,22,0.1035641407244887,0.20859538784067086,0.36589861751152075,0.19090009891196835,0.41904761904761917,0.49606299212598426,0.7333333333333334,0.0,0.7984202731610993,0.0,0
161,53,125,106,116,53,21,0.08822130506160147,0.1729559748427673,0.3775729646697389,0.19188921859545005,0.39999999999999997,0.49606299212598426,0.2,0.0,0.4034885634359059,0.03973509933774834,0
161,53,125,106,116,53,22,0.06904276048299246,0.1918238993710692,0.3677419354838709,0.19139465875370926,0.3904761904761905,0.49606299212598426,0.4666666666666667,0.0,0.6338653941089354,0.052980132450331126,0
161,53,125,106,116,53,21,0.09205701397732328,0.1907756813417191,0.3775729646697389,0.19188921859545005,0.40952380952380946,0.2440944881889764,0.33333333333333337,0.0,0.5104492348198125,0.01986754966887417,0
161,66,125,73,116,16,21,0.007671417831443608,0.17610062893081763,0.3683563748079878,0.18694362017804156,0.457142857142857,0.11811023622047244,0.2,0.0,0.4034885634359059,0.02649006622516556,0
161,53,23,73,116,53,46,0.03452138024149623,0.35534591194968557,0.5155145929339477,0.42927794263105834,0.3904761904761905,0.2440944881889764,0.2,0.0,0.5532335033733751,0.033112582781456956,0
161,53,125,106,116,53,2,0.14575693879742854,0.1949685534591195,0.362826420890937,0.1864490603363007,0.4476190476190475,0.49606299212598426,0.7333333333333334,0.0,0.5680434424880698,0.052980132450331126,0
161,66,125,106,116,23,21,0.007671417831443608,0.17924528301886794,0.36866359447004604,0.18595450049455986,0.42857142857142866,0.2440944881889764,0.2,0.0,0.46931051505677146,0.02649006622516556,0
161,66,125,106,116,5,22,0.04219279807293984,0.159853249475891,0.35944700460829493,0.1810089020771513,0.3238095238095238,0.49606299212598426,0.4666666666666667,0.0,0.46931051505677146,0.052980132450331126,0
161,66,125,106,116,23,21,0.04986421590438345,0.16771488469601678,0.37788018433179726,0.19287833827893175,0.380952380952381,0.2440944881889764,0.2,0.0,0.41171630738851406,0.0,0
161,53,125,106,116,53,1,0.08822130506160147,0.18658280922431866,0.37818740399385553,0.18595450049455986,0.28571428571428575,0.49606299212598426,0.7333333333333334,0.0,0.42817179529373045,0.02649006622516556,0
161,53,125,106,116,53,22,0.09589272289304508,0.17819706498951782,0.3450076804915515,0.18150346191889222,0.3714285714285714,0.49606299212598426,0.7333333333333334,0.0,0.5680434424880698,0.03973509933774834,0
161,66,125,106,116,1,22,0.1035641407244887,0.19916142557651992,0.362826420890937,0.1894164193867458,0.3904761904761905,0.49606299212598426,0.7333333333333334,0.0,0.8050024683231859,0.06622516556291391,0
161,53,125,106,116,53,22,0.04219279807293984,0.1750524109014675,0.3622119815668203,0.1884272997032641,0.3714285714285714,0.2440944881889764,0.4666666666666667,0.0,0.65854862596676,0.033112582781456956,0
161,53,125,106,116,53,22,0.14575693879742854,0.18343815513626835,0.3434715821812596,0.17903066271018797,0.3714285714285714,0.49606299212598426,0.7333333333333334,0.0,0.6338653941089354,0.00662251655629139,0
